ID_or_URL,Name,Phone,Address,City,State,Country,Postal,Code,Latitude,Longitude,Category
https://www.zomato.com/new-york-city/yogurt-candy-world-upper-east-side,"Yogurt & Candy World
                                    ",(212) 759-9324," 767 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Dessert Shop
https://www.zomato.com/new-york-city/davidstea-upper-east-side,"DAVID'sTEA
                                    ",(212) 717-1116," 1124 3rd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/mini-deli-upper-east-side,"Mini Deli
                                    ",(212) 288-2937," 1266 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/treadwell-park-new-york-city,"Treadwell Park
                                    ",(212) 832-1551," 1125 First Avenue , New York City, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Pub
https://www.zomato.com/new-york-city/sophies-cuban-cuisine-upper-east-side,"Sophie's Cuban Cuisine
                                    ",(212) 439-1814," 401 E 68th Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/la-nuit-new-york,"La Nuit
                                    ",(646) 454-0499," 1134 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Lounge
https://www.zomato.com/new-york-city/casablanca-alphabet-city,"Casablanca
                                    ",(212) 355-3535," 189 E 3rd Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/prime-at-the-bentley-upper-east-side,"Prime at the Bentley
                                    ",(212) 933-9733," 500 E 62nd Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/cafe-fresco-upper-east-side,"Cafe Fresco
                                    ",(212) 535-9030," 1239 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/chatime-bubble-tea-upper-east-side,"Chatime Bubble Tea
                                    ",(212) 988-8878," 858 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/two-e-bar-lounge-the-pierre-midtown-east,"Two E Bar/Lounge - The Pierre
                                    ",(212) 940-8113," The Pierre, 2 East 61st Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Lounge
https://www.zomato.com/new-york-city/korean-express-upper-east-side,"Korean Express
                                    ",(212) 755-0123," 807 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/angkor-cambodian-bistro-upper-east-side,"Angkor Cambodian Bistro
                                    ",(212) 758-2111," 408 E 64th Street, New York, NY, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/le-gourmet-upper-east-side,"Le Gourmet
                                    ",(212) 772-8811," 1267 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/spice-saigon-upper-east-side,"Spice Saigon
                                    ",(212) 628-0088," 1237 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/lunetta-pizza-upper-east-side,"Lunetta Pizza
                                    ",(212) 758-8100," 1162 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/lenwich-upper-east-side,"Lenwich
                                    ",(212) 288-0852," 1269 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Sandwich Shop
https://www.zomato.com/new-york-city/padoca-creative-bakery-upper-east-side,"Padoca Creative Bakery
                                    ",(212) 247-4080," 359 E 68th Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/au-bon-pain-upper-east-side,"Au Bon Pain
                                    ",(212) 746-7640," 525 E 68th Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Bakery
https://www.zomato.com/new-york-city/fresh-co-1-upper-east-side,"Fresh & Co
                                    ",(212) 663-7374," 127 E 60th Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/golosi-artisan-pizza-and-gelato-upper-east-side,"Golosi Artisan Pizza And Gelato
                                    ",(212) 772-1169," 1304 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Pizzeria
https://www.zomato.com/new-york-city/atomic-wings-1-upper-east-side,"Atomic Wings
                                    ",(212) 888-5777," 1140 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Fast Casual
https://www.zomato.com/new-york-city/juice-generation-upper-east-side,"Juice Generation
                                    ",(212) 355-5537," 817 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Juice Bar
https://www.zomato.com/new-york-city/graces-marketplace-upper-east-side,"Grace's Marketplace
                                    ",(212) 737-0600," 1299 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/ahana-asian-fusion-cuisine-upper-east-side,"Ahana Asian Fusion Cuisine
                                    ",(212) 888-1717," 1154 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/elim-deli-cafe-upper-east-side,"Elim Deli Cafe
                                    ",(212) 439-8320," 851 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/chipotle-mexican-grill-3-upper-east-side,"Chipotle Mexican Grill
                                    ",(917) 475-9280," 1153 3rd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Fast Food
https://www.zomato.com/new-york-city/lobby-cafe-and-bar-bentley-hotel-upper-east-side,"Lobby Cafe and Bar - Bentley Hotel
                                    ",(212) 644-6000," Bentley Hotel, 500 East 62nd Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/1st-ave-gourmet-upper-east-side,"1st Ave Gourmet
                                    ",(212) 472-8480," 1274 1st Avenue, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Juice Bar
https://www.zomato.com/new-york-city/honky-tonk-tavern-upper-east-side,"Honky Tonk Tavern
                                    ",(212) 207-8550," 1154 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/green-gourmet-upper-east-side,"Green Gourmet
                                    ",(212) 759-7811," 790 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/wing-bistro-upper-east-side,"Wing Bistro
                                    ",(917) 475-1153," 1109 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/fresh-n-delish-upper-east-side,"Fresh n' Delish
                                    ",(646) 682-9063," 1167 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/cozy-corner-upper-east-side,"Cozy Corner
                                    ",(212) 308-6052," 1161 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/baked-by-melissa-upper-east-side,"Baked By Melissa
                                    ",(212) 842-0220," 784 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Dessert Shop
https://www.zomato.com/new-york-city/augustny-upper-east-side,"Augustny
                                    ",(212) 929-4774," 791 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/farinella-bakery-pizza-upper-east-side,"Farinella Bakery Pizza
                                    ",(212) 256-1872," 788 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/bagel-express-ii-1-upper-east-side,"Bagel Express II
                                    ",(212) 879-3960," 1228 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/donohues-steak-house-cafe-upper-east-side,"Donohue's Steak House & Cafe
                                    ",(212) 650-0748," 845 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Bar
https://www.zomato.com/new-york-city/serenas-cafe-upper-east-side,"Serena's Cafe
                                    ",(212) 988-2646," 1268 2nd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/le-cirque-brasserie-upper-east-side,"Le Cirque Brasserie
                                    ",(212) 265-3636," 151 E 58th Street, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/ajisai-japanese-fusion-upper-east-side,"Ajisai Japanese Fusion
                                    ",(212) 355-0888," 795 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/dunkin-donuts-4-upper-east-side,"Dunkin' Donuts
                                    ",(212) 588-9488," 1099 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/space-market-upper-east-side,"Space Market
                                    ",(212) 486-3040," 1132 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/starbucks-3-upper-east-side,"Starbucks
                                    ",(212) 486-6764," 1021 3rd Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/iwasaki-sushi-upper-east-side,"Iwasaki Sushi
                                    ",(212) 308-8828," 1103 First Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/etsu-sushi-upper-east-side,"Etsu Sushi
                                    ",(212) 888-7423," 1105 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/milk-and-cookies-upper-east-side,"Milk and Cookies
                                    ",(646) 850-4032," 1196 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Dessert Shop
https://www.zomato.com/new-york-city/new-york-pizzeria-upper-east-side,"New York Pizzeria
                                    ",(631) 673-7008," 821 5th Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/ayama-japanese-fusion-cuisine-upper-east-side,"Ayama Japanese Fusion Cuisine
                                    ",(212) 751-1818," 1164 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/a-asosan-sushi-upper-east-side,"A Asosan Sushi
                                    ",(212) 888-8276," 1103 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/bagel-express-ii-upper-east-side,"Bagel Express II
                                    ",(212) 879-3960," 1228 2nd Avenue, Upper East Side, New York City, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/subway-inn-1-upper-east-side,"Subway Inn
                                    ",Not available for this place," 1140 2nd Avenue, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Quick Bites
https://www.zomato.com/new-york-city/service-station-upper-east-side,"Service Station
                                    ",Not available for this place," 500 E 62nd Street, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/kungfutea-upper-east-side,"KungFuTea
                                    ",(917) 675-6987," 1219 1st Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Juice Bar
https://www.zomato.com/new-york-city/corrado-bread-pastry-2-upper-east-side,"Corrado Bread & Pastry
                                    ",(212) 355-9600," 833 Lexington Avenue, New York, NY 10065",New York,NY,United States,10065,,40.76,-73.96,Café
https://www.zomato.com/new-york-city/shake-shack-hells-kitchen,"Shake Shack
                                    ",(646) 435-0135," 691 8th Avenue, New York, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Fast Casual
https://www.zomato.com/new-york-city/buddakan-meatpacking-district,"Buddakan
                                    ",(212) 989-6699," 75 9th Avenue, New York, NY 10011",New York,NY,United States,10065,,40.76,-73.96,Fine Dining
https://www.zomato.com/new-york-city/katzs-delicatessen-lower-east-side,"Katz's Delicatessen
                                    ",(212) 254-2246," 205 East Houston Street, New York, NY 10002",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/eleven-madison-park-flatiron-district,"Eleven Madison Park
                                    ",(212) 889-0905," 11 Madison Avenue, New York, NY 10010",New York,NY,United States,10065,,40.76,-73.96,Fine Dining
https://www.zomato.com/new-york-city/momofuku-noodle-bar-east-village,"Momofuku Noodle Bar
                                    ",(212) 777-1603," 171 1st Avenue, New York, NY 10003",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/five-napkin-burger-hells-kitchen,"Five Napkin Burger
                                    ",(212) 757-2277," 630 9th Avenue, New York, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/carmines-theater-district,"Carmine's
                                    ",(212) 221-3800," 200 W 44th Street, New York, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/the-spotted-pig-greenwich-village,"The Spotted Pig
                                    ",(212) 620-0393," 314 W 11th Street, New York, NY 10014",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/bubba-gump-shrimp-co-theater-district,"Bubba Gump Shrimp Co.
                                    ",(212) 391-7100," 1501 Broadway, New York, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/carnegie-deli-midtown-west,"Carnegie Deli
                                    ",(212) 757-2245," 854 7th Avenue, New York, NY 10019",New York,NY,United States,10065,,40.76,-73.96,Deli
https://www.zomato.com/new-york-city/dinosaur-bar-b-que-morningside-heights,"Dinosaur Bar-B-Que
                                    ",(212) 694-1777," 700 W 125th Street, New York, NY 10027",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/bubbys-tribeca,"Bubby's
                                    ",(212) 219-0666," 120 Hudson Street, New York, NY 10013",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/peter-luger-steak-house-brooklyn,"Peter Luger Steak House
                                    ",(718) 387-7400," 178 Broadway, Brooklyn, NY 11211",New York,NY,United States,10065,,40.76,-73.96,Fine Dining
https://www.zomato.com/new-york-city/juniors-theater-district,"Junior's
                                    ",(212) 302-2000," 1515 Broadway, New York, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/magnolia-bakery-greenwich-village,"Magnolia Bakery
                                    ",(212) 462-2572," 401 Bleecker Street, New York, NY 10014",New York,NY,United States,10065,,40.76,-73.96,Bakery
https://www.zomato.com/new-york-city/grimaldis-pizzeria-dumbo,"Grimaldi's Pizzeria
                                    ",(718) 858-4300," 1 Front Street, Brooklyn, NY 11201",New York,NY,United States,10065,,40.76,-73.96,Pizzeria
https://www.zomato.com/new-york-city/lobster-place-chelsea,"Lobster Place
                                    ",(212) 255-5672," Chelsea Market, 75 9th Avenue, New York, NY 10011",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/balthazar-soho,"Balthazar
                                    ",(212) 965-1414," 80 Spring Street, New York, NY 10012",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/morimoto-chelsea,"Morimoto
                                    ",(212) 989-8883," 88 10th Avenue, New York, NY 10011",New York,NY,United States,10065,,40.76,-73.96,Fine Dining
https://www.zomato.com/new-york-city/ippudo-east-village,"Ippudo
                                    ",(212) 388-0088," 65 4th Avenue, New York, NY 10003",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/lombardis-pizza-nolita,"Lombardi's Pizza
                                    ",(212) 941-7994," 32 Spring Street, New York, NY 10012",New York,NY,United States,10065,,40.76,-73.96,Pizzeria
https://www.zomato.com/new-york-city/per-se-lincoln-square,"Per Se
                                    ",(212) 823-9335," Time Warner Center, 10 Columbus Circle, 4th Floor, New York, NY 10019",New York,NY,United States,10065,,40.76,-73.96,Fine Dining
https://www.zomato.com/new-york-city/johns-pizza-of-times-square-theater-district,"John's Pizza of Times Square
                                    ",(212) 391-6840," 260 W 44th Street, New York, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/burger-joint-theater-district,"Burger Joint
                                    ",(212) 708-7414," Le Parker Meridien Hotel, 119 W 56th Street, New York, NY 10019",New York,NY,United States,10065,,40.76,-73.96,Fast Food
https://www.zomato.com/new-york-city/spice-market-meatpacking-district,"Spice Market
                                    ",(212) 675-2322," 403 W 13th Street, New York, NY 10014",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
https://www.zomato.com/new-york-city/grays-papaya-upper-west-side,"Gray's Papaya
                                    ",(212) 799-0243," 2090 Broadway, New York, NY 10023",New York,NY,United States,10065,,40.76,-73.96,Fast Food
https://www.zomato.com/new-york-city/becco-hells-kitchen,"Becco
                                    ","(212) 397-7597, (212) 397-7597"," 355 W 46th Street, Theater District, NY 10036",New York,NY,United States,10065,,40.76,-73.96,Casual Dining
